text,label
Don't just miss him becuase he isnt there and you don't have anyone.,1
i AM THIRTEEN AND  WHAT I DO IS JUST TALK TO HIM AND TRY TO BE BEST FRIENDS.,1
AND IF YOUR THERE BECAUSE OF LOVE THEN GET SOME COUNSULING .AND WORK IT OUT .,0
You really need to concentrate on learning how to write before you start worrying about some boi- ITS BOY!!!!!!!!!!!!!!!!!!!!!!!!,0
We just have to except it and move on.,0
"PREFERIBLY: Nice body (Not miss universe), smart, leading, VIRGIN, honest, etc, you know, the good things.",1
They like it when you treat them like crap.,1
"All guys are not pigs, just the ones that go oink.",0
There is a lot big world,1
"A little crass to throw a party, so will there be some tears??",1
I also like guys with big soft lips.,0
And I don't know... what WOULD the next step be?,0
dont try to meet a nice gurl let a nice gurl meet you.,0
Something is wrong   All I feel is distance!,1
"I never did the dress, cake etc.",1
Some actually do care about a girls personality.,1
"First its him just controlling you, next its him eating up on you.",1
BE HONSET WITH YOU  HELP U OUT WITH PROBLEMS  AND WANT TELL ONE OF YOUR DEEPEST SECRETS,0
so your just the backup boyfriend just end the friendship your getting played,1
But my reward for hanging in there.....?,1
"He buys me whatever i want, but he doesn't want me to do anything for him.",0
"if it makes him happy that you just be yourself, will you do that?.......",1
what type of girl r u asking cuz there will b diffrent answers....  lol for me.,0
haha if his heart belongs to someone else all your gonna get is a run around.,1
well if you think its cheating it is.,1
It's like having your cake and eating it too.,1
"Its not really unethical ,just ...not ....should I say politically correct.",0
"perhaps they really are virgins, or they just dont want to get a bad reputation.",0
i guess he dont like you that much!,0
this is not at all a problem... continue with what you are doing,0
So why not make it a date in the place where you first met?,1
YES IT IS VERY POSSIBLE TO BE IN LOVE WITH SOMEONE OTHER THEN THE ONE YOU ARE WITH(SPOUSE).,0
answers from females would be helpful,0
but milk your mom and dad for what it is worth,0
heads is yes.... tails is no,1
"Go slow...if a guy or girl is worth it, they will not rush you.",0
...a guy who dresses up all the time?,0
"Get a puppy, or watch the American Pie movies.",1
if you are not yourself then you will never fall in love truly.,1
THEY ARE HUMAN BEINGS JUST LIKE YOU.,1
NO.... NOT INLESS SHE IS REALY CLOSE TO YOUR FAMILY.,1
Go and speak with his homie.,0
one unless you are a jack-ass,1
Ok my man here is the scoop.,0
Wish you the best in life-may God bless you for ever ............,1
if you wouldn't marry them...don't date them,1
hey ther not a need to kick a** in fact u shld feel happy.,0
"if not, you are not his first priority.",0
if you do not do it someone else will.,0
"Just don't forget one thing, that people DO CHANGE.",0
Personally i prefer a nice fitting t-shirt (not a huge one that is like a blanket!!),0
I just ain't gonna be in a relationship with one.,0
he dotn love ypu at all..  he just want you to be layed..,0
"id someone looks like a slob, they are a slob.",0
I make great friends on here.,0
but yeah your statement is true,0
did i mention that he's hot?,1
just play your cards right and be honest.,1
If you were told that by a woman : it probably means no.,1
i has so many girls friends but i don't  have any lover.,1
and i  want to call him again but would it bother him?,0
maybe 4 him all is just perfect with you.,1
Then you know who the really good friends are.,1
if they do go out with you now .,0
as far as work the female works most of the time so be fair a man can do it,0
I guess it all depends on what type of question you are asking.,0
you can atempt romance but if there is not love than it won't be romantic,1
"(Both your dad and JEN are dishonoring that vow, FWIW.)",1
Does it really sound like he has changed??,1
start seeing other women.that should work for good,1
Tell him just what kind of a hoe she really is.,0
"Notice things, tell her she is pretty...and be nice to her.",0
But if our own girl tries that Crap we get mad.,0
"If he scares off, his loss.",0
Don't be yourself... you're a dork.,1
SUCK HIS COCK SLOW AND LONG,0
and why didn't you ever leave?,1
but if not don't waste your time.,1
IF that person was truely ur friend u never did wat u did.,1
"Just say OK let's get this out there, you and me are not happening, we cool?",1
If the guy is clingy and insecure then almost no matter what you do you're hosed.,1
probably 15 cos shes gonna be a little mature but is still very sweet,1
"Some people are shy and have a hard time talking about sex,  make it easy",0
PEOPLE STAY TOGETHER (or come back together) BECUASE THEY FORGIVE NOT BECAUSE THEY FORGET.,1
it was getting late and i fell asleep in his living room.,1
"Actually, ask him what he likes and go from there!",0
"sometimes they have different looks on things, sometimes they think differently.",1
ask yourself if i were in his position would i have i've lied?,0
I didn't want my girlfriend to love me for who I was not.,0
Hang out with some girlfriends and talk to thim about this.,0
"yes, cuz in the bible premaritail sex is bad!",0
i am 9 years old and i have a crush on a 4th grader named james creater.,0
she has her child alive and for money she lies that her son is dead.,0
Ok I know this answer because I take a psychology class!,0
Do what ever u want it's your life and I think it is perfect.,0
Move your TV to your bedroom,0
It shows that they're not always all tough like they try to be.,0
But is your girlfriend there to stay?,0
Newer questions get more activity on Yahoo!,0
You should go to Yahoo Personals.,1
don't worry the TIME will alert you.,1
"If you don't like it, then it IS wrong.",0
Making out with guys is really gross.,0
"Just get to know her.Try talking to her,and then(if you become friends with her)tell her that you like her.",1
YOU SHOULD TELL HER THAT YOU DONT THE SAME FEELINGS AS HERS.,0
did you just find that out?,0
But I hope it helps some.,0
e-mail or fax her: Dear /name/!,0
SNAP OUT OF IT join the rest of the world.,0
If she is still living at home with her parents tell them!!,0
its ur life enjoy it with ur way.,0
I'm a hair and eye guy.,1
Get rid of your past demons (why do you not like women?),1
Ten Grand could get someone killed.,0
he's looking to cheat on you.,1
Is it wrong to date her?,0
should mean that he likes you.,0
You hav better shot at it working.,0
and was planning on renting it out after she moves out to me.,0
have ur cousin talk to him.,1
"I cannot chat, but I can answer your e-mails if you want (marcovsky@yahoo.com)",0
wow u must be  small kid... lol its ok just be gay!!,1
its fun and not as messy.,1
Would he have a problem if you sucked your baby down a sink if you were pregnant?,0
love simply flies away when hunger knocks.,1
that's why you can't do it.,0
"USE YOUR TONGUE, FRONT AND BACK, SHELL LOVE IT",1
HE said after he had sex with her he told her he was sure that they were over.,1
..   yea i have seen some differences and i still wonder why this all happens ...,1
Twice a week is seeing someone a lot.,1
YES ITS A FREE COUNTRY WHY NOT,1
"You should say, He's not in my life anymore, so quit asking me stupid questions!",0
Tall blond hot smoking foreign girl.,1
"She may be hurt, but she'll respect you enough that you told her (at least I would think so!)",1
you cant tell til u see it for yourself,0
If will pay off in the end,0
tell her this: make yourself more beautiful.,1
thats 5 years and demi moore is like 50 and ashton kutcher is like 25.,0
"Next someone will want to marry a tree, o",1
No not at all ugly people need love to ya know,1
And he cant just pick the women he wants to be with like the large membered men.,0
"BUT!, if he's like all the other guys on the planet he just likes punching the monkey...",1
i dont think so at all if your intent is honorable then its all good,0
"as a fello girl, i say go for it and BREAK THAT SiCK MAN'SZ HEART!",1
remember actions speak louder than words.,0
Sex wouldn't be much fun would it?,1
oh man 14... people are having sex at 14!,0
People always want what they can't have.,0
wayyy better than a chat room.,0
Ask alot of Q's but also know when to keep your mouth shut and listen.,1
"why dont you just visit her at home, bring her food, DVDs or anything she likes...",1
"if U r looking a relationship with a stranger means, that u r fedup with ur life partener.",0
hit me up @yahoo.com and we'll se what we have in common,1
And men please don't even bother to defend yourselves because you know it's true!,1
Try to look for around urself.,1
yeah i will marry u JK but i answer anyways,1
Does that mean that if Im good at sex I cant be trusted?,1
But he doesnt want to 'hurt' me.,1
just let them hang out support your friend dont let it get to you.,1
you should sit together on a couch so that she'll fell all sunglely then she'll like you,0
age dont matter its whenever you get MARRIED!,1
"But girls are like that too, always think they're not cute, sorta gets annoying.",1
whenever you think the time is right,0
he's in 8th grade im in 7th and his name is Dillin.. what should i do?,1
Or the two of you are too young.,0
"This guy is obviously not THE ONE anyway, so your experience will be a disappointment!",1
Should I give up or keep trying?,1
i totally agree with i know-pick me    This guy is a complete jerk and u probably r one too.,1
Think about that and you will realize you made the right choice.,0
"you, in something from victoria's secret.",0
"Maybe you are dirt scum, and the 95% to which you speak are good guys??",1
he knew it wasnt right but he didnt want to be alone.,0
sex is a way to tell someone loves you or not,0
"If she does, and she stays even though she's unhappy, it's her own fault imo.",1
leave your husband and find a new best friend,1
some women do some don't that is a personal choice,1
Later in life once the Bad Boys don't want to settle down women come looking for MR. Nice Guy.,0
"I did, & I've been deliriously happy for over five years now...  Just follow your heart...",1
I don't k now what he is expecting...and HOW.,1
Maybe you should just keep being friends.,0
because it's easier to get a fix duh lol,1
When you are taller then the C.N tower!,1
That'll catch the heart of any latino guy I know.,1
how abt I love you as a friend,1
It's just not men in general!,1
a bf that she is about to dump?,0
SOME PEOPLE YOU CAN'T TELL CUZ THEY CAN HIDE IT VERY GOOD!,1
IF YOU ARE A TRUE FRIEND YOU WILL FORGET ABOUT THAT ONE GUY.,1
"but as time went on, things changed n it did all too fast.",1
for a good relationship to work you need to b e honest,0
But try convincing a woman of that...,1
If she isn't interested you now you need to move on.,0
"Can't say anthing bad about it, that's for sure.",1
he's not the right man for you.,1
I'm tring to be nice but it's like pissing me off a lot.,1
ask her out before somebody else does.you have nothing to lose until you have it!,1
it could be anything and he's just to scared to tell you,0
tell your mom that you dont like her family.,0
"If yes, how should I tell her?",1
ok it depends on the guy.,1
i ask this once  and tyey say its norma.. not doing it is not normal..  not evry day ...,0
"Girls that you can TAKE, you don't want.",1
they complain and get on your back .,0
if your good but your family is not good also makes a big problem.,0
"This would work on me: Hey, you wanna go have a drink after work sometime?",0
yes it is ok to fall in love with a young single guy,0
"But be aware that if u wanna be more than friends, u can ruin the whole being friends part.",0
I hope you didn't take offence,0
please give me your comment on this one.,0
"hi,i think u should know more about his life.",1
"Get out now and if you don't, please don't have kids.",0
...and i just want a relationship...,0
"no, he only want to fuck you",1
boobs 38dd and plus.any age 16 to 99,0
"as i know now, shangri la mactan has a location",1
it all depends on how turned on you are as to how wet you get,0
give him a general valentine see how he responds.,0
something u'll never be able to describe it untill u try it,0
Sorry kido...it just doesn't sound good.,0
yea i got some of friends who are girls,1
macsteed/blondegyrl2004:  the long and short of it.,0
because most men are labeled as dogs and always will be.,1
Be there for her in the good and bad as you always have.,0
someone who can take care of us in the long run men are big babies,1
"Talk to them, but if you can wait, until your mature...",1
"I do, I think its cute.",1
or have you tried a wingman?,0
just tell him straght up it's over period,1
yes to all but being bi...no,1
and some nice stylish jeans but no holes in either!!!,1
You can hace a 2 inch penis and if its worked right it can feel good!,1
what can he do about it without taking any medication??,1
"if he's your ex, don't get him anything!",1
"A GOOD MAN WILL STAND BY HIS WOMAN, AND CARRY HER BURDENS.",1
How much time are you gonna waste?,0
"Make your life as good as you can without him & then add him, NOT ALL THE TIME!!",1
my girlfriend's older sister had the same the problem.,1
Tell her you love her & you can't live without her.,1
"Women don't like liars, they like politicans.",0
I like this one girl we were just friends.,1
just pik the one that makes u happiest .,0
Some women experience no pain whatsoever ( I personally didn't) and some women have found it very painful.,1
Don't think enzyte will make you manhood bigger.,1
you have to wait dont be stu.... if he wants your relationship he call you first,0
if you really like her alot but first you might want to check her looks,1
I can't seem to let her go...,0
and if she doesnt believe you she wont about anything.talk to her in person.,1
you could try to think about all the bad things he's done.,0
of corse it depends on what relation u r looking for .,1
If she did #2...keep at it!,0
I'VE HAD THE EXACT SAME PROBLEM FOR A LONG TIME.,0
lets her know u noticed her in a deeper rhelm.... not just the lower body!,0
Why head over hills in love?,0
i have no ideas what to do !,1
"NOT AT 13 HA,HA,HA  IT'S 18 YEARS OLD.MEN AND WOMAN, IN THE U.S.A.",1
And good luck with your surgery!,1
"He however, always quits or gets fired from one job to the next.",0
brains is a big thing in my book.,0
"give up on him, you cant have a relationship with someone who wont open up.",0
Her first initial is A.  OMG What am I gonna do?,1
But...that was years in the making.,1
If he is smiling really weird and is asking stupid questions and he is staring at you,0
but he made a mistake and lied to me about a lot of stuff.,0
obviously you don't have very strong feelings for your girlfriend.,1
thats just how they are :( its a shame lol,0
"and fot the other gilr who is also worry, pls do not.",1
whats good I need a gurl to talk to,0
tell him hes sexy and tell him how u feel about him.,1
i need help on this one man!,1
"you are to gay men, that's for sure",1
"Of course, it does take two...",1
It depends on if you are a guy or a girl.,0
NOPE IT IS NOT WRONG SO LOMG AS U BOTH LOVE EACH OTHER,1
"And dont feel bad about it, he has problems.",1
tell her its time to help or leave,0
"I can tell you this, most guys i met don't care so they do it any ways.",0
"you deserve better, and snooping isn't as bad as what she did... BY FAR!",0
"yes, age has nothing to do with love, and 37 is not old",0
you don't always get the response you want and the truth isn't always flattering for us.,0
And sometime i fell like i need to ask him to marry me.,0
"then, you have an open invitation to start small talk.",0
"Yeah, I just made it to level two , also.....I don't think we get any brownie points for that.",0
Guys are bigger liers girls tell the biggest lies.,1
well just b/c personality is on top of the list doesnt mean we dont consider looks at all.,0
i am thinking he does not really love you.,0
im not really for sure if i should or not.,1
how do i go about telling him?,1
Be interested even if you're not.,0
"Oh, Honey, please see a counselor!",0
You don't have a FRIENDSHIP to lose with him!?!,1
"Then again, maybe you are just 'seeing' things?",1
please help me tell my mom that i want to go out with him!!!,1
maybe they have not looked in a mirror at all and actually seen themselves.....,1
"Don't like my answer, don't read it.",1
Or in other words: HELL YES!,1
why not try to seduce him?,1
as long as the person makes u happy.,0
all that getting along with your life is bullshit.,1
"enything negative harmfull, bad ex i will never win.",1
im great i focuse on passion if theres no passion theres nothing u might as well play chess.,1
not at all safe no matter how much you think you know someone on here NEVER!,1
and this guy tony obviously has no respect for u. just stay with the one u love!!,1
while i suppose that i is possible; i dont think that its very likely.,1
please send any help info that is available.,1
Who cares what other pepole think?,0
"Im not, why be affraid to tell people.",0
kiss her like its all you ever want to do because your love for her runs so deep.,0
They are no dummies at all!,1
"i liked him but he was going out with someone else, my best friend!, but i didn't know it.",0
"If you are just hanging out, then you shouldn't.",1
Or are you looking for someone else to make it that way for you.,1
"get it together dude,start thinking with your cock!",1
maybe cuz its aligned with your heart,1
your never too old to live your parents.,0
first of all what happened between u two,1
trust your gut instincts that is why we have them.,0
he should b committed to her or not be with her.,0
"put some soap, vingar, or nail polish remover on your thumb.",1
take it easy for the first time.,1
answers from females would be helpful,0
Cause they have the upper hand then and they know it...,0
"NO ONE KNOWS ,BECAUSE YOU DID NOT GIVE US ENOUGH INFO.",1
i would suggest you take it easy if you think she or he still love you.,1
well its because they are desprate to jump into things,1
and where do u live my e-mail is iwalktheline247,0
as long ur husband heart wif u then everything is fine.,1
If you hit it off woth someone right away great!,1
I hate feeling that way but I just have this total lust for youthful girls in their early 20's.,1
i also eiger to see the answers...,1
my mattress & sheets are way too comfortable.,1
Yes i did think it was pretty slu***y but I am still married and havent had any problems.,1
try to do more listening than talking.,1
I THINK HE IS SICK GUY .,0
If he does and he lloves his little girl stay.,0
depends on how long you have been with her but i think be love,0
you explain your situation to all the other women out there asking why men cheat.,1
If I love her then I dont want anyone else really.,1
they want control and the only way they can get it is through u.,0
I don't believe that most women really say that.,1
"In your case, I'd castrate the SOB...",1
but had the nicest 7 1/2 inches long reason to keep him always in mind?????,1
if she rejects you hey i will always be here.,1
Best of luck with the guy... And sure he likes u... damn i'm jealous... ;-).,1
She can't find a nice man for herself?,0
make alot of eye contact and smile when she looks you way.,0
And remember to write it down this time!,0
just b urself if he doesn't want u then forget about him.,0
ok so I just enrolled in this new high school and im sort of shy there.,1
"roll naked in honey, then get into a cage w/ a starved african honey badger.",0
hey what's wrong with being thick?,0
"I'm married now with no bad feelings, and it is good stuff.......",1
"tell him, if you really like him.",0
i definatly agree with icee and im a guy to,1
"Go to a concert, a club, a play....make a date at home!",0
it seems to me u need sm1 to pass time with m .,0
you are going to have a bf trust me have old are you ?,0
My guess would be because men are lazy.,0
i understand what you are saying becuase iam there.,0
actually you don;t have to get married.,1
To be Honest with you there is no wrong choice in the matter (If you don't have a heart!!),1
i beleive its OK for a woman to ask.,0
I call her my meali'i and I am her po'okela.,0
"AN APPLE CAN LOOK GOOD ON THE OUTSIDE, BUT CAN BE COMPLETELY ROTTEN ON THE INSIDE.",0
Once you get the feeling that you can't imagine your life without him then you'll know,1
"he says he loves me and wants to marry me, but had his photo on match.com",0
so just go ahead and ask him out :),0
"fat or thin, it's what's in the heart that counts",0
"if you just started talking to someone, and just met them what would be a good first date?",0
"if he's afraid of commitment as of now, then give him time.",1
or ask him if he still likes you.,1
for the other with out expecting  too being pay off later.,1
Don't waste your time with her.,1
"I don't believe in playing games, I hate when guys do that to me.",0
Her mom and dads full-size sit-down shower.,0
is when u think about dat person more than u do urself,0
"Just be yourself, and have fun!",1
If he is a nice guy then you should totally keep him!,0
yes give it time and effort but not too much,0
You sound like a caring and sensitive person that does not deserve such BS,1
show her your sausage and if she smiles then she likes you,1
to protect his damn pride i guess!,0
being daddy's little girl he has given me the freedom to be myself.,1
Then ask him if he fantasize some one else while doing you?,0
"either way, i don't know her side of the story... u must've made her really mad, hm?",1
because the stranger does not know u well and can not judge u because of that.,1
"was i wrong, Or what should i say  thanks",1
sometimes i work out before sex and it's actually better.,1
when you together do you feel her and she feels you?,1
"boys want soemone that looks good, is very nice and caring and is not really shy.",0
"I took her out to dinner at an expensive restaurant (never did that before in my life),and a movie.",1
C if you can keep up with us!,0
if you ponder this question more then twice in your life you r probably gay,0
there is a generation gap between the 2 of you.,0
"Me?04 people, I m 35 yrs old",0
Love is blind but it sure seems to find its way around!,1
just tell her exactly how you're feeling - just try to be nice about it is all.,1
WE'LL TELL; YOU ONE THING ONE MINUTE AND SOMETHING ELSE THE NEXT..,1
He may finally say all right I trust you so stop following me!,0
"sometimes they use it for other purposes, irregular periods,etc.",1
"If, you cheat on him then you are truly not the one for him.",0
but dont hang out with the wrong crowd.,1
First figure it out in your head.,1
And you don't do it in public.,0
do you think he really likes me??,1
!i dont have anything against fruity people but you seem to be fruity urself!,0
But i just cant help it.,1
so just b confident and right after u forget about this problem you'll find someone amazing!,1
And she should love you for that.,1
I know your not trying seduce but you get the picture.,0
"Walk up to her and say Hi, I'm so and so.",0
they haven't even had the time to figure out what love is.,0
wait like 2 more dates then if he dosent make the 1 move you do it k,1
THE ONE WITH THE BIGGER BOOBS.,0
Just be straight with her and be like im sorry but this just isnt working out .,0
ive always had feeling for her too.,1
You won't go to hell just for being a lesbian.,0
Obviously you loved her once and got married.,1
Tall blond hot smoking foreign girl.,0
wut do u think is an appropiate age to lose ur virginity..w/out it being too young?.......,1
And don't answer with all the PC garbage.,1
Look to see where her hands are.,0
does it mean she likes you or just want to dance?,1
so we can learn to get back up who knows you just might fly take care,1
but if he was not that good of a guy i would dafinatley dump him.,0
it's according to ur age too...if u r 35..u got a promblm lady..,1
I HATE HER 4 NOT PROTECTING ME.,0
i am in the 7th grade and my parents let me date so what should i do,0
":) After all, that's just 44 yr difference, people do that all the time, you know.",1
Then proceed to have cyber sex cam to cam!!,1
get rid of anything that reminds u of this guy.,0
So how and the heck am i too meet a partner if i cant talk to strangers!!?,0
i have a bunch of them.,0
You should dump him or cheat on and lie to him!,1
"if he likes sports, then a jersey with his favorite team on it...",1
"that was maybe the saddest breakup ever..   honestly, there isnt a good way.",1
just ask her some girls are to nice to say no,0
The other side:  The man will not suffer that much.,1
"Wait, I forgot a good nap is up there, too!",0
what would you and your girlfriends say or talk about if that or something like that happened?,1
I luv to sing and have a free personality!,0
SOME PEOPLE ACTUALLY USE THIS SITE LIKE THEY ARE SUPPOSED TO.,0
They'll be okay and now you know... dont go walking in on them or anybody else.,1
I ran out of soap-powder...can you please land me?,1
...and what can be done to get over it?,0
Think about that the next time you tell just a little fib.,1
I think she will go out with you...,1
Our brain ;) Focus on that...,1
no matter how long i would wait.,0
Meet him at the next party he is going to b at.,1
holla at me and talk to me about u please!,1
you can do it but thats nasty and your kids would come out all wrong,1
how can i make my mind contole me ?,0
why worry about what other people think?,0
find a girl u want to go out with and without thinking much about it ask her out.,1
"the moment we see a gr8 girl, we feel we are in love, but then that is just infatuation.",1
Ok ok ok you don't have to wait that long.,1
"Here smell, do you think it stinks???",0
I did hit him and just looked at her and then just left taking my girls with me.,1
in some corner of ur heart says that to go n talk with her express ur feeling.,1
Did Honey wanna f@(k not work?,1
if its there you will know but hold out on her a little,0
Have you ever met the phone guy?,0
Your wife and her feelings or a friend?,0
If u will look at my photo .... maybe u will wish to have 3rd bf !!,0
It's only wrong to do it...,1
hey you can't change someone that doesn't want to change.,1
you can rub my feet anytime,0
One way is to simply ask & take it from there.,1
I which I could still produce so I could use some during intercourse....... LOL !!!,1
"unless ur job is respectful and its good to have a spouse, its your choice.",0
I feel like i'm ready for love.,1
If he makes fun you he just isn't worth it.,1
be sure what u r up to.,1
I know it ALWAYS hurts the kids (esp.,0
not just for yourself but for the children too.,0
"Probably best if you just muster up the courage to tell him, though.",1
break up with the other 2 girls and apologize to them.,0
But yeah it kinda worse when its valentines day...   Look for another valentine...,1
u can use the ever most popular phrase don t worry its me not u !!,1
BE POLITE AND DONT BE VULGAR MOST WOMEN DONT LIKE THAT.,0
he probably watched to much porn.,1
HELL I TOLD YOU TO GO TO SCHOOL AND DO WHAT YOUWANT TO DO.,0
there are plnty of men out there.,1
Not sure if it is the same everywhere.,0
"EVERYONE does it and if they say they don't, then they lie.",0
it depends which you care about more.,0
that's a tough one isn't it?,0
"OR, HAVE ONE OF UR FRIENDS DO IT.",0
why don't you have sex with him?,1
People always want what is not so easy to get.,0
Woman pretty much lose their minds...so sorry fellas but that's just the way it is...,0
If you are busy doing housework and just dont feel like it....TOO BAD.,0
I dnt call but i Chat!,0
then you can see what she says.,1
"In my experience, NO...I wasted two more years of my life trying to stay married.",1
"Hell yeah it hurts the first time, when you are the woman anyways...but after that, it is great!",1
Tell her to break-up with him!,1
"but of course regardless of what you decide, be nice about it.",0
AH AH .JUST LIKE GETTING MY FREAK ON .THAT HOT,0
i can imagine but i'm not a girl,1
Not if you're a man in the cell with him and he says it to you!,1
tell him your not ready and its not the best time and try again in a nice way,1
Show her what she's missing out on.,1
Why doesnt any girl want to hook up with me?Where did i go wrong?,0
"introducing bride and groom, cake cutting, dinner time, dances, etc.",0
I don't think it is 'wrong' at all.,0
I guess it also depends where they go to meet guys.,0
because i can't stop paying them to be,0
First he will look at u more than any other girls.,0
Oh there are so many questions that need to be addressed long before you say I DO.,0
love moves and works in mysterious ways...,0
They are the one missing out.,1
If you really love him you wold reconize that size doesnt matter,0
Chances are better if they're both gay!,0
"she isn't a trophy, is she?",0
"ok, i really like this guy.",1
love not sex is the making of a good marriage!,0
Are you crazy or something ??,0
u should have told him before he hook up with other girl.,0
do u think about the guy?,0
"I get the feeling like wow, where did that come from?!",0
Flirt with her till she knows it.,0
"meet somewhere, be honest and tell him why.",1
tell him that there is a a sports ilusttrated swim suit model out side waiting for him,0
depends which state u r in,0
Start a funny or unusual topic...,1
This is what I did for my guy friends: I cooked for them!,0
if a girl said it say are you sure because we can talk about it.,0
Ask him why he's staring at you.,0
he's really cute he's been really good to me,0
DONT LET HIM KISS YOU IN THE DARK.,1
"for the simple reason that we, men, love you ladies.",0
"Come on girl, get up and get your baby and leave the fool.",0
If they don't want to sleep with you.,1
If you have crushes on guys and girls = bi.,0
"take a guy's shoe size, add two, then divide by two.",0
"You Are a sick, Perverted man.",1
no not at all and sex does not last over time BUT LOVE will,0
now dont get me wrong if there is both love (not lust) and committment then go for it.,1
it is ok but you must be carefull cause there are freaks out there.,1
My advice would be.... 1. go to counciling on your own.,0
Dont stres urself by beeing obsested to find a girl!,0
i now that i love him but im not attracted to him at all.,1
"get rid of the guy, there's no true love there",0
so stop looking just wait see what happens.,1
do u know it takes a 1000 muscles to frown?,0
sacrifice your career and then she'll complain that you don't bring enough money home .,0
"Just think I can do this, I got this",0
It's like me trying to be a lesbian when I like men so much:)).,1
Actually only bad boys/men themselves think ALL woman want them.,0
Happy New Year to you tinamaries43,0
we love watching our loved one .,1
":o) And if he really does love you, Keep Him",1
i as a woman would much rather be the one to hold the whip :),0
"if you've been dating a short time, she probably isn't interested in you anymore.",1
Showing that picture of your good looking self is a good start!,1
it depends on if you really love the girl and if she really loves you back!,1
"cmon, u will find someone that want u as ur self!",0
But both sides have their up's and down's.,1
do u really want to go for a girl who only wants a sexual relationship with u?,1
Are you comfortable going out with her ?,0
its hard to forget things that were between you.,1
I like this girl from church.,1
i guess you should people from that place..,1
if that is so.. tell her that reaching climax will not affect that.,0
why not its a great work out,1
"Chances are you know some already, but you just do not know it.",0
My wife devorced me over a stupid kiss.,0
But if there's lard and fat hanging over the belt that is NOT sexy at all,0
Oh Yes Oh Oh Oh YES YES YES YES YES!!,0
"You don't want seconds, do you?",1
It depends on how much of the sandwich you've eaten!,0
dump her ass if she is arrogant like that.,0
but w/ my advice if shes sane you wont need it.,0
but i don't know him look him up on mapquest that may help.,0
You had the hard luck of meeting one of them... Best of luck in future sweetheart.,1
"that sould be fine , but how old  are you?",0
she wud definitely like to talk about herself.,1
try to tell her what it is you don't like about him - thing he says?,0
Imagine how hurt she'd be if she heard it from somebody else?,0
well if you think its cheating it is.,0
"Do something nice and lovely, not too girly.",0
Ask him if you  can be friends.,0
"But i am going to defeat life, no matter what game it plays!",0
if he is violent with u then u should leave him.,0
any kind of question that you want.,0
"he thinks we don't notice, but we do!",0
"He might say no, but big deal!",0
But never lie about it to a girl (e.i.,0
short or none everywhere else...  it's my personal taste...,1
jus letem cummm in ur mouth.,1
He always says: Life is long..... and I see it the completely opposite way.,0
"They make vibrators, join in on the fun",1
if the person rejects u just always remeber things  happen for a reason.,1
I was young when we got 2gether & now I want to have fun & experience other men.,0
he might think you like him more and he can not reciprocate,0
"be nice, jok round w/ her, flirt, compliment her,ask her how she's been.",0
If he is paying for porn he has a problem.,0
Dress up and get a hair cut.,1
no who is he cheating with yahoo or googles,1
these days i think it is like on cuz it's krazly given to/by everyone,0
I feel for you ... this is a really hard one.,0
i feel that from 1 year please answer to me what i do because i love him so mutch,1
"I don't want a divorce, but I want to be in love too.",1
"if you wait too long, you will have over thought it.",0
did you ever think about that.,1
"i told him, then we'd do what you have planned of course!",0
"most straight guys don't know that for sure, and that's without the temptation of penis!",1
you never go wrong with that.,1
love is just a funny thing sometimes.,1
To spice your sex life with your wife  please add some salt and pepper ton her pussy and enjoy,1
Rubing on him and all that good stuff.,0
"If you don't, then don't bother.",1
I mean honestly... 'leve' you've got to be kidding,0
But if you don't that is fine too.,0
and he still thinks only HE has,0
and saying thats it will not do it.,1
Why did the two of split?,0
YOU KNOW I WNATED TO HUG AND KISS ALL THE TIME YOU NEVER WANTED TO.,1
"If things go well, (you will know).",0
"Yah, I know, u dont wanna rite.",1
sounds like puppy love to me!,1
A long time ago I saw Ricky Martin dancing on TV.,0
act as man u gonna get a lot,0
For most men.....Take your shirt off.,1
wer you never told this or are you still in elimentary?,0
follow his eyes and connect them with his moves and reactions then u'll find it out,1
yea i dont see why not as long as you werent tryin to get in her pants,0
its the inconsiderate and egotistical men that couldnt care less about anyone but themselves.,0
talk to her and find out if she likes you!,1
In a 1 yr time spand.,0
THIS IS AN EASY ONE AND I THINK MOST OF YOU ARE WRONG.,0
internet bf's are simple and you  can express urself more.,1
it just seems like i cant find true love anywhere,1
you said best friend with soulmate and etc etc.,1
i think thats the best way to describe what women feel and why its so hard.,1
who knows but at least guys tell you they want to see other people women just do it,0
"If you live your life worrying about what she or anyone else thinks, you wont be happy.",1
And have your kids go to alateen.,0
So is it okay for me and him to be friends?,1
"OMG stick to your studies, forget about boys for now!",1
"She's awesome, I don't think she thinks of me any more than a friend.",1
go on before another      gets the same idea!,1
"be there for the person, help out, be a friend.",0
THE PLESSURE FEELS GOOD BUT ITS WORTH THE WAIT.,1
I don't want to be caught.,0
"there is always e-mail, phone or snail mail etc...if you really love him you gonna have to wait.",0
i hate thugs i like classic men,1
"Every time I look into my girlfriend's eyes, I can see the beach.",0
when he sweats itll hurt like hell.,0
Even when I was pregnant with our baby!,1
im sorry :)  but i hope this help :),1
If he doesnt want to break up then give him an ultimatum.,0
i like all kinds of women.,1
"Not at all, cause I am a boy.",1
well the answer is they want to have sex with you.,0
i think u r joking no man has a problem like that,1
Three years is a looong time and he needs to suck up and face it like a man!,1
but it is nice to spread it around.,0
He was 19 and she was a 29-yr-old divorcee with 3 kids!,1
